@RELATION sentiment_analysis

@ATTRIBUTE cleaned_review STRING
@ATTRIBUTE sentiment {negative,positive}

@DATA
'good work great thank',positive
'great phone learn user friendly part love camera main reason getting',positive
'awesome',positive
'phone works well except wifi aspect data plan good however dependent wifi hotspots outside us ideal home wifi connectivity one specific room outside room phone pick signal android phones work one highly disappointed rca stick tvs vcr cell phones',negative
'excellent phone happy',positive
'still working excellent',positive
'happy phone far really like design samsung galaxy one want spend 600 get another one',positive
'good phone',positive
'good',positive
'used samsung galaxy note deciding try phone please understand making quality judgement write phone good prize 3 gb 64 gb internal memory functionalities operational except finger print detector given 4 star instead 5 fast clean graphically compare name brand phone held quite well way go blu',positive
'everything working fine first days one day surprisingly screen went black later turned rainbow colors bought gift beautiful looking phone necessary tool trust anymore',negative
'good last long 4 months',negative
'loved working dealer helped much im happy got went att store hooked 5 minutes',positive
'great phone price camera ok pictures arent great iphone 6 didnt expect since inexpensive smart phone problem wifi connection first received working find would definetly recommend phone friends',positive
'excellent buy came everything really impressed purchase would definitely buy seller',positive
'phone nonworking wouldnt show numbers called sent would let save phone numbers took verizon said way fix ita waste time',negative
'yes love husband big finger lol phones fault',negative
'wery gud',positive
'given friend absolutely loves works like dream',positive
'great',positive
'phone ok aspects camera best though',positive
'dont sell theres rubbers right',negative
'thanks',positive
'excelente producto rapido en envio por liberty express venezuela barata en atencion excelente lo recomiendo excelente calidad',positive
'love phone operates like leading brandquality charts beautiful design cheap lookingtakes clear hd pics vids selfies better iphonehas tons emojis fast reliable would recommend everyone💃👍👌👏buy phone wont disappointed received four days complaint currently cases besides wallet cases factory caset hat comes available particular model nowbut new told available near futurebut one came nice well madeso thencheers',positive
'disappointed received phone found usable verizon even though clearly stated description verizon cell phone',negative
'excelente',positive
'product work well big pedometer stopped working days',negative
'work great didnt know expect first got exceeded expectation',positive
'mailed back due working properly husband want try work',negative
'coming note 3 tried returned following phonesnexus 6 – poor battery life massive screen overall quite goodnexus 6p – bad sound quality low volume low volume build quality headphone jack broke 10 daysi want go samsung fact stand behind products make products obsolete supported 2 years acceptable note 3 still works great even though running kitkatbut anyway getting tired finding good android phone time every manufacture produce great phone great ois camera good cpu bright screen nice looking strong materials looks like every manufacture failing good screens bad build quality bad battery bad internals see samsung making something decent live great design strong body good stable software ability rootso multiple tries others decided go back samsunglet start things like it1 edge screen sensitive think option disable edge touch make app specific forget quality typing one hand always hit backspace keys right righthanded palm waiting case see going help huge 1 star device2 home button still sticking body flash accidental wake ups pocket somewhere else3 fingerprint good nexus 6p best fastest fails recognize lot occasions even trying set btw 4 fingerprints setup setting finger touching different sides finger case need unlock different anglesnow like1 screen brightness – great best among phones market2 sound quality music headphones bluetooth sound quality good using original signal processing peaky bass treble looking phone root install viper4android make phone sound perfect3 like headjack bottom slip phone pocket without flipping make headjack top pocket4 completely unlocked phone vs snapdragon model bootloader locked installed custom recovery rooted phone installed wanam xposed framework viper4android pieces software must wanam provided long press back button kill process long press volume keys switch tracks remove annoying popup headset volume high features viper4android makes sound like one else produce5 always screen – love look like drains lot battery all6 build quality – gorgeous back feel glass though going put case anyway7 battery – easy make though day two used navigation screen 2 hour drive battery went 158 taking pictures – good like fact wide angle front back camera took good pictures even indoors dance competition focus lightning fast9 connectivity – strong note 3 nexus 6p struggling lte signal att galaxy s7 fine10 call quality – feels like person next clear solid11 glad samsung remove option scale screen unfortunately provide 2 options standard condensed least something nexus 6p gave options 400 dpi 640 dpi cyanogenmod running nexus 6p12 performance – fast lags all13 google pay working even rooted wanam installed made first payment today goodoverall looks like keeper edge screen sensitivity fixed exchange phone note 6 near future hope make curved edge – hate',positive
'received phone set quickly works flawlessly far great dealaug19th weeks heavy usage phone battery life really great far missed beat buying one son needs reliable',positive
'loved everything experience seller shipment super fast quality cover amazing skin stretches plastic case much harder silicone one iphone 44s style much durable wont stretch feels secure highly recommend item',positive
'love love love totally worth',positive
'totally satisified producti bought refurbished like neweverything worked greatand android 21 cant go wrongthe touch screen almost responsive option navigational keybattery life excellentthe downside keyboard texting browsing bit small press wrong keys timei suggest stylusapart great phone totally pleased',positive
'joke paid almost 300 phone back march phone arrived sealed package everything seeming legit went activate verizon told phone useless flagged stolen beware 3rd party sellers shame verizon forcing get phone elsewhere keep unlimited data',negative
'phone great good battery decent camera slow obviously great price used months 4 5 maybe ran update blu phone wont start anymore stuck boot screen blu bold like us pushing power button holding managed turn upon boot ran factory reset normally takes care update issues time though still wont boot kind update hell anybody solution please contact really like phone would like give 5 star review cant wont boot due update provided ps phone rooted runs stock software really shouldnt happen',negative
'great',positive
'phone fits needs perfectly pay go plan use apple phones good price apple phone',positive
'scratches back noticeable unless looking works amazing fast im quite satisfied people like bigger phones buying read reviews lot people saying small really normal size iphone 6 large prefer larger phones id suggest iphone 6 phone otherwise similar performance rise iphone 6s 3d touch dont care also around 200 cheaper iphone 6s things think love design also seems elegant im overall happy se',positive
'happy product customer service helpful',positive
'really like phone phones seem getting bigger one perfect small size far working great',positive
'way better bigger old phone plus lot fancy like new features 6 plus also love new lifeproof case bought',positive
'excellent product probably best note yet works perfectly satisfied item',positive
'ofrecen un aparato nuevo pero es usado trae auriculares viene en una caja que esta en mal estado posee un cargador original es un abuso total al clienteoffer new device used bring headphones comes box disrepair lacks original charger total customer abuse',negative
'good',positive
'great',positive
'excelent',positive
'great phone works well looks great fast works flawlessly service providercricket really like white texturing back feels really good hand',positive
'previously lost phone blessed ordering samsung galaxy note 3 company came claimed receive also opened turned device fantastic condition couple scratches vitriol top month satisfied purchase plus found great price thanks',positive
'easy access',positive
'item arrived well date estimated im sure ill buy new things seller',positive
'bought sons birthday said compatible iphone 5 need send back disappointed',negative
'exelente',positive
'bought mom crappie old samsung phone loved software almost stock easy use great battery time camera pretty decent well',positive
'el producto excelente llego sin ningun problema funciona perfectamente en venezuela con mi chip digitel totalmente nuevo en su caja original sellada con todos sus accesorio cargador adaptadore cable de transmision de datos manos libres manuales cd lo compre directamente amazon repito excelente el producto totalmente nuevo',positive
'blu hd nice smartphone good 5inch screen 1gb ram fluid aplicacions games recommend also good price',positive
'muy buen telefono',positive
'pro excellent value basic apps 450mb 1gb memory used touchscreen sensitive camera ok great standard kitkat apps workcons observed stuttering streaming apps like pandora',positive
'nervous buying expensive item amazon gave try regret got package record time exactly better hoping',positive
'awesome phone',positive
'good keep turning every minute dusting',negative
'phone works fine time date keeps resetting go recharge turn',negative
'like',positive
'great purchaseif youve looking stand apple watch phone tablet found keeps desk organized neat doesnt look cheap dont hesitate buy',positive
'nice surprise battery quite good works great son happythanks',positive
'iphone good shapeworks fineand unlockedgracias',positive
'really good iphone better get case camera glass get scratched',positive
'like length',positive
'buy one blackberry venezuela open box review cell phone battery working cant believe',negative
'excelente',positive
'good work great thank',positive
'could sit waste day writing great phone even better deal affordable dont sadly time say broke lg g3 went samsung galaxy s6 boy mistake worst phone ive ever battery life lasted 23 hours took ages ages charge mean almost 2 hours times finally couldnt take anymore wanted go back lg insanely skeptical phone talk boot loop far good phone flawless every single way possible two gripes screen sensitive big fingers auto correct welllets face pretty bad battery life meh probably 57 hours use charge time absolutely unbelievable fully charge complete death fully charged matter minutes techies shove ive every kind phone cant find better camera screen resolution competing generations lg believe beats phones manufacturing year internet speed one best video quality good productivity apps great speakers good great light weight durable phone near perfect especially whe n consider price point absolutely blows mind isnt apples direct competitor would take samsung apple products although get people like iphones absolutely recommend phone anyone looking good android oh way mention battery removable micro sd slot available phones perfect 10',positive
'love phone upgraded older blu phone super happy',positive
'thanks love lost instructions get synched phone',positive
'ordered phone amazon initially liked everything phone looks build quality features etc main problem phone small fonts even large font setting words hard see wear glasses difficulty reading smaller print normal heads anybody may problem small fontsif person problem small fonts phone excellent choice need say positives covered many reviews amazon well outside sources bad problem small fonts otherwise would definitely kept phone',positive
'great buy money contacted simultaneously via multiple media phone crashed would perform 1 function time',positive
'device good useful like',positive
'far good ive two days im tmobile signal pretty fast setup really easy coming lg g3 thing miss knock price would definitely recommend phone',positive
'problem screen freezes reset',negative
'telefono usado llegó sin los tornillos traseros en 15 dias de uso el pin de carga pantalla dañadosused phone screws came back pin charging display damaged',negative
'great phone',positive
'perfect condition',positive
'bought replace lost phone got global unlocked version using singapore problems robustly made battery lasted day per many reviews android version 444 nice im sure set get ota update lollipop im concerned spoilt sim tray mistake inserting empty sim adapter sim slot early please reminded never able get fixed difficult remove insert sim card unfortunate incident responsible experience phone excellent would likely purchase time would like dualsim version',positive
'ok price',negative
'lovely phone silky smooth operation photos look great could happier getting better tmobile signal strength previous sony xperia z5 reason signal bars given geographic area forgot call tmobile update new phone imei number disconnected network called update new phone info works like champ oh yeah bloatwarethere phone id want period',positive
'finally switched smartphones even though phone released 25 years ago available features cover everything need display large bright phone slim back cover plastic feels cheap im litlle worried breaking remove replace volume calls also little low even highest setting like everything else phone',positive
'product delivery perfect',positive
'great product works perfectly looks brand new',positive
'reliable 100 recommended',positive
'great phone beautiful display love dual flash extended battery life plan another one husband soon',positive
'described',positive
'wanted',positive
'studied phone least 2 months decided phone research price phone discovered att wanted 45000 phone wanting 48900 phone also looked ebay phone however someone always bid right last second auctions end decided check amazon relief happy find phone reasonable price hesitate purchase phone amazon phone purchased amazon store called cell source deal happy phone living expectations anyone looking phone say buy absolutely way go wrong thank kindly mr donnie c hoover',positive
'wanted regular phoneeasy use problemskeyboard nice size phone comfortable talk',positive
'moto g 4g lte arrived time however dead pixel discoloration around said pixel reddishpinkish hue screen really like phone much value price return replacementamazons customer service excellent offered send replacement following day gave sufficient time send back defective phone',positive
'heavy heavy duty something happens tablet must using batting practice im sure tablet would break even lot people said heavy worth weight knowing investment protected',positive
'love',positive
'perfect',positive
'broken work',negative
'ok far hell kinda charger adding previous comment phone ir blaster older models im bummed samsung really messed time camera nice im disappointed absense infrared technology though',negative
'absolutamente hermoso celular lo traje ecuador funciona de maravilla en las operadoras de aca el modelo es lindo su manejo es simple e intuitivo encanta buen audio buen display recomendable la verdad',positive
'fine',positive
'nice',positive
'worth every penny',positive
'fine',positive
'working well car ins medical ins cards dl room anything else like always',positive
'great condition glad purchased',positive
'good',positive
'amazing',positive
'excelent',positive
'phone works sprint sim card received hard time activating phone sprint sim card since verizon service',positive
'perfect exactly needed',positive
'love look phone compact attractive stylist swipe features also really nice ive found phone relatively easy use google contacts synced right within minutes phone ready go tomorrow going back amazonheres whythe phone runs hot little warm lot warm hot hot uncomfortable tried hold phone sides used itwhen charging phone got even hotter im joking im saying burned hand im wondering phone packed ready go back unit defective lot people experienced theyre either ignoring dont know unusual phone get hotmy yahoo mail wouldnt sync kept getting error deleted account set back 4 timesthe battery life terrible first day lasted almost 6 hours hooked hour lasted another hourthe second day battery lasted 5 hours barely busy every time checked screen battery dwindled another 1520 got 55 set desk walked away two hours later dead world middle afternoonim coming iphone due mine water damaged seemed like suitable replacement could afford replace iphone using iphone lasts day doesnt get warm touch palm pre 2 unacceptablei liked software hardware serious issues wanted give two stars really liked design two stars meant simply didnt like phone hated',negative
'language phone chinese manual chinese also charged sometimes twice day',negative
'great phone good price',positive
'investigated several phones son settled one graduation week works excellent easily quickly locates connects wireless internet browses fast voice texting works well takes really good pictures videos lasts long time yet seen trusting',positive
'works better thought would thanks designer great mini watch wife loves',positive
'dont buy itit locked',negative
'buen producto',positive
'im happy phone cant wait purchase ps4',positive
'suffer sony software super fast device intuitive use ended getting samsung galaxy s3 instead never looked back thought sony supposed good electronics build quality quite good although micro usb charger cord problematic getting socket whenever wanted charge',negative
'wish could customize morefront screen flip phone like battery isnt best especially basic phone activated verizon prepaid plan trouble dec instead imei thing like quality used phones love far',positive
'nice phone love',positive
'excellent purchase',positive
'good',positive
'perfect',positive
'good replacement phone expect thrills',positive
'phone far best phone ever chance thing lacks app selection doesnt really matter main apps available youtube netflix ign hulu etcthis one solid phone feels like lot effort put build quality really love beveled glass screen makes phone look feel better phonesthe nokia lumia 930 gets great reception well pretty easy see much better fiance gets dropped calls consistently certain spots town old phone dropped calls seem reliable gravity spots lumia 930 rarely gets dropped calls locations call quality great easy hear ends spectrum ever callinternet browsing amazingly crisp smooth works even better samsung tablet 2 101 inch searching something web easy tapping search button bottom right corner phone asking cortanayou easily stream music videos 1080p certainly tell picture quality way better previouscurrent phones camera 20 megapixels pictures look astounding camera wide array selections take picture video surprisingly good quality especially considering 4 microphones placed phone get surround sound effect videos pleasantly surprised loud speakers thing louder laptop speakers great sound quality games apps run really smooth phone due powerful quad core snapdragon processor 2gb ram phone beast another nice thing phone connects computer looking files easier phones windows even free security management site send signal phone share location via gps ever gets lost stoleni thoroughly tested find phone service must say impressed ring phone even overrides silent mode find via gps lock phone even erase phone home computer free service really work user interface incredibly easy use looks great keep mind never owned windows phone little confusing get use hard switch back anything elsei use phone everything pictures email notes navigation nokia best free navigation app opinion called drive text input smooth easy spell check works great phone memorizes structure sentences allowing select words keys instead typing type full texts sometimes way matter secondsas said display phone outstanding 1080p resolution plenty bright surprisingly easy see even outsidethe standby time lasts long time longest seen phone last minor use wifi 26 hours 20 battery life left briefly browsed web times texted regularly made call two another thing love battery charge wireless charge dock comes set unlike phones require buy accessories make workcortana best phone ai ever multiple reviews ai systems agree easy search schedule navigate etc cortanaoverall phone works amazingly well highly recommend got unlocked version amazon less iphone 6 500 personally think performs iphone paper far performs iphone 6 less restrictive much better build quality compare specs hard see people spend 23 times much money less power even iphone 6 isnt powerful specs iphone 6 nokia lumia 930iphone 6resolution 750 x 1334 iphone 6 1080 x 1920camera 8mpprocessor dual core 1400 mhz 64bitram 1024battery standby 104 days iphone 6 16 daysbattery capacity 1810 mah iphone 6 2915 mahwireless charging noprice amazon 121214768 1070 16gb vs 128gb 1275 128gb iphone 6nokia lumia 930resolution 1080 x 1920camera 20mpprocessor quad core 2200 mhz kraitram 2048gbbattery standby 23 daysbattery capacity 2420 mahwireless charging builtinprice amazon 121214 43999 httpwwwphonearenacomphonescomparenokialumia930appleiphone6appleiphone6plusphones857183468908i currently use mine tmobile many sources say works majority phone companies unlocked international version',positive
'phone started experiencing problems battery apps freezing within month starting use phone son used music apps month prior contacted seller waited 90day warranty period expired respond nothing could extremely disappointed',negative
'love',positive
'good shape',positive
'good thank good amazon',positive
'got phone travel often looking forward using far functional tmobile networki purchase phone twice first one got turn battery would say charging never charge power button work sent one back got exact phonethe second one turns everything works except volume control buttons side however seeing travelling soon probably get replacedi assuming problem dealership phone need quality check make sure phone functional ship',negative
'little worried packaging im quite pleased phone pristine condition working perfectly',positive
'excellent choice cellphone',positive
'every day loose connection shows sim card phone need power cycle phone get service sim back running tried return missed 30 day amazon deadline',negative
'phone sent us yemen could unlocked made usable us',negative
'always loved phone provided opportunity hesitate happy nokia cell technology durable easy handle',positive
'phone never worked properly att could get internet funtion work cant text images learned lesson',negative
'love phone excellent buy exactly expected needed',positive
'since received phone able use asks code unlock venezuela sought someone knows unlock nobody knows know phone feel cheated',negative
'thanks love lost instructions get synched phone',positive
'bought new sim tmobile phone still reads sim card rep mobile store told phone would give 5 stars',negative
'great phone',positive
'phone didnt work',negative
'exactly looking small supersimple phone use international travel well extra local phone family dual sim card feature nice bonus foreign travel love fact almost features long throw sim card make call thats wantproblem didnt even work basic phone could send receive calls arrived new box speaker completely dead would vibrate ring couldnt hear anything person end could hear downloaded read manual went volume settings lucksince couldnt actually hear anything cant report sound quality test call told voice came clearly end long spoke directly mouthpiece tiny little phone held ear person end couldnt clearly hear said voice kept dropping since mouthpiece came cheek think holding real conversation might difficultno problem getting cell signal sendingreceiving calls using att sim card home strong signaltheres builtin fm radio also didnt work plugged headphones could hear fm static fine stations dont really care getting radio phone doesnt pick signals near major city thats problemi really wish little phone worked still may try im optimistic',negative
'bought phone like two years ago im review still working',positive
'good phone fast good battery life screen exceptional',positive
'ive phone weeks problems far arrived time quality described',positive
'great deal solid windows phone',positive
'seller smooth inc amazing never pleasant experience online service question concerns would get reply day plenty questions lol cautious internet buyer even ordered iphone 6s gold obsessed 12th shyly got 15th july imagine happy problem get tmobile phone activated clean scratches literally mine refurbished also came glass screen protector supples ensure proper installment gosh else say phone work perfectly beautiful love best money ive spent electronic thanks smooth awesome highly recommend seller let',positive
'probably one best cell phones ever made fits pocket take picture needed text live attached cell relieved replacement current phone decade way lose current hone finally gives ghost dont get newer smarter one',positive
'phone came great condition time relived thinking would able activate phone current sprint account turns locked sprint sprint costumer highly suggest waist time money purchasing phone verizon costumer use phone sprint carrier said phone verizon',negative
'excellent',positive
'cheap price phone great condition works totally fine im using rn',positive
'good open yet christmas gift looks great',positive
'nice phone good camara',positive
'love phonethe volume perfect rest best phone ever',positive
'best iphone apple ever til iphone 6s plus came iphone 4 many years never problem iteasy learn ios clear calling hundreds thousand apps try app storeif first iphone purchase dont want anything big best phone',positive
'perfeito',positive
'dont like big',negative
'bought phone week want three yearsdesign beautiful sounds good screen good smooth runs appindoor camera soso',positive
'phones new eve though seller claimed wasive phone almost year always issue putting screen protector couldnt understand finally went store take care another issue opened phone told refurbished even well inner insulation done poorly dust got damaged one sensors',negative
'boyfriend pickyphone works great wanted faster ramotherwise decent phone',positive
'product came one dayi excited revived couple days could answer calls phone would take call speaker dies faster expexted screen rotation would get stuck halfway routing disappointed vm spanish cant even change seller helpful im going without phone mean rediculious frustrating im false advertising thought getting phone pretty much like newbut far',negative
'beautiful',positive
'excellent without mishap',positive
'nice cell phone blackberry useful check email calendar take pictures keep contacts one place',positive
'phone looks fancy screen huge purchased give dad brazil blu kind phone never loose connection matter far go lost olf blu upset decided get one model around thousand reais brazil lot money 124 soldi impressed screen size nice phone looks got yo admit got upset checking phone wasnt expecting perfect phone definitely expecting front camera got flash helps lot taking pictures freeze kind get decent one front camera awful focus takes forever wait 2 seconds click picture otherwise mess image video oooh boy decent stay dont move around move matter slow loose completly focus trying recording something movement forget also recording even thought environment quiet inside bedroom much noise videos made like winding last volume omg really bad matter high video audio sucks downloaded volume boosting app called mobileuncle tools still nothin headphones little bit better perfect little noises know phone 124 ive phones price lg samsung great really wanted good least saved dad r 1000 definitely worth itoohh online videos images alright though battery really seems good low night long since yesterday afternoon still iphone would dead',negative
'second burn trying get phone craigs list amazon phone says black white one however doesnt bother much use phone loud go barely hear speaking also never hear incoming call loud go miss calls time tried take pictures look blurred brown shooting videosno happy purchase afraid return get something worse',negative
'great device poorly packaged little dirty nothing little glass cleaner cloth couldnt fix price worth supports lte im tmobile clock 89mbps got software update soon turned device first time latest cyanogen os based android 601 makes device run smoothly 55 thanks seller',positive
'live thing looking specially blue tooth sent back right away haveing deal',negative
'using tmobile issues battery life decent phone comes gpsnfc default please turn battery life improve phone perform system updates upon startup pls let build high quality dont understand users say nothing new phone makes calls good camera runs appsbest formfactor fits human hands one key reason bought got days agovery satisfied farupdate wifi reception less robust prior samsung phone issue appears pronounced bluetooth wifi time',positive
'este bb9850 sirve para ser utilizado con la cia tigo en paraguay basicamente lo reconoce cuando intentado activarlo porque viene configurando para verizon',negative
'mailed fast got day early glad got international version 4 reasons whyreason 1 filled ton bloatware att crap apps like facebook instagram people use disable itreason 2 international version galaxy lab get app draw remove enjoy american carriers took outreason 3 paying full price stuck contract 2 years bill doesnt lower 2 years stuck monthly contract paying phone paying interestreason 4 stupid carrier logo phone eye sore aggravation company put logo another companies devise thats sold consumer sty graffiti',positive
'seller got sold super glitchy phone cheap cant complain much youll tolerate screen freezing apps opening without even touching screen dropped calls',negative
'great phone',positive
'good phone',positive
'best phone ever',positive
'phone great huge upgrade going samsung galaxy s5 s7 edge problems yet phone runs smooth fast love camera seller wireless everything even kind enough even include us wall adapter along order',positive
'purchased phone wife got white version seller actually shipped black mistake returned black green horrible lookingmy wife tech savvy needed good looking small phone touchscreen wanted new generation good looking basic phonepros 1 good looking white color2 small size easy keep pocket3 actually works good phone4 biggest advantage android os5 webbrowsing great sometimes play youtube videos connecting wifi home screen sharp speakers great6 camera average videos recording good resolution high small size quite cleancons battery life could greatwe purchased 6 months back plastic build quality good small baby mishandles phone often issues yet mechanically cosmeticallyif wish small sized sleek phone touch screen wifi connection internet android os average camera go wrong want phone much higher capabilities look somewhere else',positive
'great device',positive
'home button mind working sporadically happy',negative
'really nice product one best cellphone ever got really good deal one recommend',positive
'far good great phone',positive
'bought iphone 5s 16gb space gray express mobile totally skeptical suspected bad product always feel hesitant shopping online especially used refurbished item took leap faith waited month writing make sure didnt run unexpected quirks phone beautiful condition described gets really warm though sure thats normal case helped situation charger cable came never worked luckily great phone anything itll keep appeased next upgrade',positive
'easy usage',positive
'excelente',positive
'nice phone came 51 lollipop installed think hd screen would made perfect low end phone',positive
'far good love',positive
'first time want tried phones without great expectation used battery badi listened music work long period guess battery still good percentage 34 hours still 75 experienced samsung gs4 decrease 60 stand image screen better samsungthe thing still feel uncomfortable touch screen responsive capabilities still far experienced iphone overall phone good among android tried',positive
'like phone looks cool phone couple months far still works amazing',positive
'excelente',positive
'great cell phone fast good battery',positive
'good product',negative
'good phone works well venezuela',positive
'one phones 3 months damage speaker dont know apply warranty fron usa',negative
'blu great phones',positive
'phone amazing everything iphone thing dont like memory expandable via micro sd like androids phone absolutely perfect',positive
'excellent',positive
'bottom part charger isnt us outlets',positive
'good case definitely dust proof',positive
'problems speaker',negative
'fraudcould activate',negative
'article top quality utility article top quality utility easy use quality materials life 100 recommended',positive
'good',positive
'great price',positive
'perfect',positive
'excelente',positive
'good ohone',positive
'initially thought phone great replacement im realizing antenna problem wont pick wifi signals unless im right next source ill checking amazon getting another one',negative
'switching iphone galaxy j7 expected feel like downgraded thats true picture quality amazing apps want available screen size perfect dual sim slots boon traveling internationally cards 2 countries remain installed simultaneously plastic back feels little cheap hand overall great phone',positive
'delivered time promised works ok freezes lot downloaded much seller forgot wipe completely clean found videos wouldnt wanted see',positive
'buy phone get call common cheek touch mute speaker button caller hear try deactivate mute phone starts blinking wont let call lost save money folks buy product',negative
'excellent love',positive
'great phone',positive
'loved phone light weight great size best phone ever owed moved area cdma works',positive
'phone ultimate everything well easy learn manage great size replace tablet pinch',positive
'great phone great price',positive
'undoubtedly best team bought happiness great attention',positive
'love phone even n favorite color pink happy customer',positive
'nice phone however think bit overpriced considering small phonethis might excellent purchase teenager someone required mant activities',positive
'good phone speaker made rb though metalheads beware',positive
'happy phone hold charge locks white screen cuts talking',negative
'good phone problems',positive
'good',positive
'perfecto',positive
'phone good even day started using phone fell screen completely blank scattered dissapointed',negative
'horrible first great nothing wrong two weeks send new battery',negative
'love phone nice size phone price great',positive
'well excellent expecting original charger headsets phones really neat terms appearance battery wise weak',positive
'satisfied',negative
'instructions clear hard set never got set returned',negative
'great quality phone price',positive
'received watch 5 days opened box saw watch took nice good looking almost perfect little paint scratch rim watch noticeable saw annoys great watch came charger two batteries turned functioned great',positive
'good quality good price',positive
'picked blu studio c 55 lte using variety samsung lowmidrange phones wife really liked size performance galaxy grand prime decided pass picked use specs similar thought would worth trying less 90 almost 3 months proven worthy investmentthere couple things making want upgrade another blu model would like larger battery samsung 2400mah vs 2000mah seems less memory available lollipop loaded samsung noticed screen little finicky touch seems mostly hands coldi considering moving phone 16g2g memory life xl life one x putting shelf backup would hesitate purchase another blu product',positive
'good phone',positive
'love totally protects tablet',positive
'brilliant',positive
'received phone decided give hardware test drive getting sim card cameras take fairly decent photos reason 5mp camera seemed take higher resolution photos 13mp camera 13mp camera photos seemed little dark difficult time focusing object installed games ran without stuttering able watch youtube videos 1080p without hiccup wifi able transfer files bluetooth without problem screen quality ok price phone included silicon case feels nice hand phone right size man large hands like myselfwhere phone started fall short audio could barely hear sound speakers went hook external speaker nothing happened audio came jack tried second speaker problem could get external speaker work phone maybe bluetooth speaker would work dont one laying around test could hear tinny noise included headphones horrible grated nervesthe final straw phone charged went unplug wall wart wall hot dropped fingers red felt back phone also hot touch even silicon case already initiated return sending backi never owned another blu phone hard pressed get another blu phone near future',negative
'product wasnt holding charge allwhat waste time money seller specific writing specifications',negative
'good phone overall arrived issues touch unresponsive actually press hard get touches recognised disappointing device love blu look replacement unresponsive touch screen full touch phone frustratingother good phone issues would 5 star phone marries affordability features',negative
'phone 3 weeks screen start jumping rapidly',negative
'good smartphone venezuela',positive
'amazing phone camera great screen amazing clarity fast response charging time doesnt feel cheap surprisingly thin light bought case give extra protection weight fingerprint reader cool feature really like placement back since finger gravitates anyway upgraded iphone 4s switching nexus best decision could made',positive
'excellent product plus seller',positive
'finoo',positive
'near mint condition better described working great',positive
'good phone',positive
'love phone bad part doesnt come sd card',positive
'htc inspire bought phone searching phone mine work way saw one thought lot great features read reviews purchased kept seeing people ay battery dies little fast yes true bad thing dont like phone phone works well screen big ad features great advice others hate phone battery dies get back batteries bought extra pair batteries wouldnt worry phone dying random place needed pone really nice phone youve android really easy navigate recommend phone especially phone iphone users also iphone loved love one way better',positive
'color interchangeable back way darker one picturelooks aqua pic actually dark blue',negative
'still using phone still runs quite good comparison really happy since seen many phones lot expensive released even flagships supposedly better hardware dont even compare phone date android 60 works fine',positive
'needed reliable phone son needs durable easy use phone shipped quickly arrived doorstep decscibed working great battery life great loving phone',positive
'excellent product😊',positive
'excellent product',positive
'perfect thank hope business',positive
'team released able practically use condition phone work think international alcalcen particular emphasis',negative
'big small hands',negative
'product probably came china knows converter plug came work therefore charger basically',negative
'easy activate easy use durable good feel got someone else love far problems',positive
'fast shipping got new blu life one l120 2 days ago love everything works stated look feel phone qualitynot cheaply made im impressed phone course ive 2 days great far cant beat price getting',positive
'excelente',positive
'good phone really basic beside wifi really basic phone plus great phone looking smartphone go e5 looking smartphone go superior android ios cheap good cell phone calling sms internet goodies like ebuddy nokia great looks like 5 year old operating system nokia really need throw symbian away',positive
'watchband broke using days',negative
'love',positive
'love phone expected thought sophisticated smart phone upgrading one compare one',positive
'problems',negative
'im sure whats going first purchased phone fine month two months later calls drop phone cuts talking service goes completely well internet',negative
'nice price',positive
'battery goes unit original started bulge couple weeks use seller replaced battery right away',positive
'hardware great software sucks using nokia products seven years current phone nokia e7 running symbian belle makes windows operating system os look like trash os simplified granularity easy see microsoft go nowhere phone os pity nokia abandoned symbian favour wasteoftime os causing seriously shift allegiance jolla phone later onwhen first turned phone instantly challenged language norwegian course english really try figure go ahead eventually got part english could chosen rest setup easy add insult injury manual supplied english luckily able download one englishthe camera good camera bottom line long wife likes happy never buy phone like',negative
'great phone great service thank faulty charging cable got replaced extras right away could better',positive
'battery life incredibly use 23 days without charging moderate heavy phone user owning primarily samsungs nice changeits little older camera graphics downgrade got phone moved europe wanted keep stateside plan could still call family unfortunately doesnt support wifi calling also data wouldnt work phone specifically since costing keep calling international rates took stateside sim card put back old phone sucks carrying two phones around least data works againim taking stars away great phone im sure whats databut feeling carrier phone',positive
'broke last phone decided upgrade m9 received package quickly noticed bootloader locked son isnt paid great phone',positive
'kyou vry much',positive
'call crazy love bb',positive
'love didnt receive instructions itwould really help could use phone full advantage',positive
'like brand new',positive
'ive phone 4 days really really like itmy previous phone blu studio 50 really annoying bugs blu almost convinced buy unknown little know phone manufacturer however im happy bought phone awesome far',positive
'great phone',positive
'really like phone purchased twice second time gizmo trader via amazon much happy gizmo trader quality quick service wa 30 day full money back guarantee questions asked almost like brand new actual pictures phone youre purchasing also original charge port plug nicks scratches bezel amazon wonderful condition bought matte non smudge glare screen protectors samsung evo class 10 64gb micro sd card handsome wires connect television downside 8 megapixel camera vs 13 regular s4 also rated 67 dust water resistance 6 highest dust 8 highest water like phone quality style better s5 s6 activesdust water resistant phones way go homework brands competitive one takes cake',positive
'delivered time great phone issues',positive
'okay though alot scratches',positive
'developed problem lcd wont come bluetooth speaker mic inprogress calls continue requires holding power volumeup buttons reboot itll work full boot takes couple minutesphone great nowarranty seller youll recourse fails buy directly sony instead',negative
'excellent works well movilnet venezuela',positive
'phone works great really enjoyed one day trouble form phone thanks',positive
